seed,method,run_name,status,summary_path,all_integrity_checks,score_scaling_mode,selected_mad_matches_preflight,query_seed,prediction_before_updates
97,unsw_reconnaissance_random_replay_B200,E23_UNSW_Reconnaissance_random_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed97\summary.json,True,True,True,True,True
97,unsw_reconnaissance_static,E23_UNSW_Reconnaissance_static,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_static__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_static__seed97\summary.json,True,True,True,True,True
97,unsw_reconnaissance_ud_anchored_B050,E23_UNSW_Reconnaissance_ud_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B050__seed97\summary.json,True,True,True,True,True
97,unsw_reconnaissance_ud_anchored_B200,E23_UNSW_Reconnaissance_ud_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B200__seed97\summary.json,True,True,True,True,True
97,unsw_reconnaissance_ud_replay_B050,E23_UNSW_Reconnaissance_ud_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B050__seed97\summary.json,True,True,True,True,True
97,unsw_reconnaissance_ud_replay_B200,E23_UNSW_Reconnaissance_ud_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B200__seed97\summary.json,True,True,True,True,True
109,unsw_reconnaissance_random_anchored_B050,E23_UNSW_Reconnaissance_random_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B050__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_random_anchored_B200,E23_UNSW_Reconnaissance_random_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_random_replay_B050,E23_UNSW_Reconnaissance_random_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_random_replay_B200,E23_UNSW_Reconnaissance_random_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_static,E23_UNSW_Reconnaissance_static,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_static__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_static__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_ud_anchored_B050,E23_UNSW_Reconnaissance_ud_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B050__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_ud_anchored_B200,E23_UNSW_Reconnaissance_ud_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B200__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_ud_replay_B050,E23_UNSW_Reconnaissance_ud_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B050__seed109\summary.json,True,True,True,True,True
109,unsw_reconnaissance_ud_replay_B200,E23_UNSW_Reconnaissance_ud_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B200__seed109\summary.json,True,True,True,True,True
127,unsw_reconnaissance_random_anchored_B050,E23_UNSW_Reconnaissance_random_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B050__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_random_anchored_B200,E23_UNSW_Reconnaissance_random_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_random_replay_B050,E23_UNSW_Reconnaissance_random_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_random_replay_B200,E23_UNSW_Reconnaissance_random_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_static,E23_UNSW_Reconnaissance_static,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_static__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_static__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_ud_anchored_B050,E23_UNSW_Reconnaissance_ud_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B050__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_ud_anchored_B200,E23_UNSW_Reconnaissance_ud_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B200__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_ud_replay_B050,E23_UNSW_Reconnaissance_ud_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B050__seed127\summary.json,True,True,True,True,True
127,unsw_reconnaissance_ud_replay_B200,E23_UNSW_Reconnaissance_ud_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B200__seed127\summary.json,True,True,True,True,True
149,unsw_reconnaissance_random_anchored_B050,E23_UNSW_Reconnaissance_random_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B050__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_random_anchored_B200,E23_UNSW_Reconnaissance_random_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_random_replay_B050,E23_UNSW_Reconnaissance_random_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_random_replay_B200,E23_UNSW_Reconnaissance_random_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_static,E23_UNSW_Reconnaissance_static,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_static__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_static__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_ud_anchored_B050,E23_UNSW_Reconnaissance_ud_anchored_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B050__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_ud_anchored_B200,E23_UNSW_Reconnaissance_ud_anchored_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_anchored_B200__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_ud_replay_B050,E23_UNSW_Reconnaissance_ud_replay_B050,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B050__seed149\summary.json,True,True,True,True,True
149,unsw_reconnaissance_ud_replay_B200,E23_UNSW_Reconnaissance_ud_replay_B200,completed,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_ud_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_ud_replay_B200__seed149\summary.json,True,True,True,True,True
